# Bank<TAB>Start<TAB>EndExclusive<TAB>Category<TAB>Confidence<TAB>Reason
00	8000	C000	CompressedText	Verified	Dialogue groups $00-$19 and compatibility footer
08	B681	B6B8	MapWarpRecords	Verified	Six 9-byte (map, submap, X, Y, destination map, submap, X, Y, argument) records and terminal $FF scanned by LDA $B681,Y/CMP #$FF at $B325-$B32A with TYA/ADC #$09/TAY stepping; the $FF is at $B6B7
08	B756	B75D	SearchList	Verified	Six values and terminal $FF scanned by LDA $B756,Y/CMP #$FF at $B73F-$B744 from LDY #$00 at $B73D, stepping Y by 1; the $FF is at $B75C
08	B774	B777	InlineServiceOperands	Verified	Three operands consumed by BRK service $66,$63 before code resumes at $B777; full service $66,$63 is registered as three-operand and all 5 decoded call site(s) resume coherently after three
08	B7F7	B7F9	MapRoutingPointer	Verified	Little-endian pointer to the per-map routing records at $B7F9
08	B7F9	B967	MapRoutingRecords	Verified	Seventy-three five-byte per-map records and terminal $FF consumed by bank $08:$B037
08	B967	B974	MapTransitionRecords	Verified	Two six-byte map transition records and terminal $FF consumed by bank $08:$B145
08	B974	B976	MapSubmapPointer	Verified	Little-endian pointer to the variable map/submap stream at $B976
08	B976	BE72	MapSubmapData	Verified	Map-keyed, $FF-delimited variable records consumed by bank $08:$B246-$B4EC
08	BE72	BE94	MapCoordinateRecords	Verified	Eleven three-byte map/coordinate records and terminal $FF consumed by bank $08:$B61B
08	BE94	BF64	MapDisplayRecords	Verified	Twenty-six fixed eight-byte map records selected by mixed directory entry $8036 and bounded by contiguous padding at $BF64
08	BF64	BFD8	Padding	Verified	Contiguous $FF padding after map data
08	BFD8	C000	CompatibilityFooter	Verified	Repeated reset stub, title signature, metadata, and vectors
09	8000	C000	CompressedMap	Verified	Compressed location map data
0A	8000	C000	CompressedMap	Verified	Compressed location map data
0B	8000	8010	ServiceDirectory	Verified	Eight-entry mixed service directory read by the IRQ/BRK dispatcher for selector $B7: FCEUX read entries $04 and $06 while executing BRK $04,$B7 and $06,$B7; entries $02 and $04-$07 point to code and entries $00, $01, and $03 point to data
0B	8012	8075	CompressedMap	Verified	Continuation of the location map that begins at bank $0A:$BFA1: map reader $0F:$E642-$E66A switches banks at $BFD8 and resumes bank $0B at $8012; the next map begins at $8075 in map-information record $45
0B	8075	8CEE	CompressedMap	Verified	Nineteen location maps whose starts $8075-$8C49 are listed in bank $17 map-information records $45-$48 after the pointer sequence wraps from bank $0A; the last map ends where overworld row data begins at $8CEE
0B	8CEE	A590	MapRowData	Verified	Two hundred fifty-six main overworld rows; each row starts at the pointer in its $A590 record and its length is the record fourth byte, so the rows tile exactly from $8CEE to $A58F
0B	A590	A990	MapRowRecords	Verified	Two hundred fifty-six 4-byte main overworld row records (pointer, auxiliary byte, length byte) addressed by directory entry $00
0B	A990	AB65	MapRowData	Verified	Sixty-four Gottside rows that tile exactly from $A990 to $AB64 using the pointers and lengths in the $AB65 records
0B	AB65	AC65	MapRowRecords	Verified	Sixty-four 4-byte Gottside row records addressed by directory entry $01
0B	AC65	AE89	MapRowData	Verified	Fifty-four underworld rows that tile exactly from $AC65 to $AE88 using the pointers and lengths in the $AE89 records
0B	AE89	AF61	MapRowRecords	Verified	Fifty-four 4-byte underworld row records addressed by directory entry $03; code begins at $AF61
0B	B034	B04C	CompositionAttributes	Verified	Three 8-entry rows read by LDA $B034,Y at $B00D with Y = (stored value AND $18) + adjustment; simulating every record reaches entries 0-17, and the rows end at the separately indexed table $B04C
0B	B04C	B057	CompositionGroupBytes	Verified	Eleven per-group bytes read by LDA $B04C,Y at $AF8B with Y = group $03DA, parallel to the eleven list pointers at $B057
0B	B057	B06D	CompositionListPointers	Verified	Eleven list pointers read by LDA $B057,Y/$B058,Y at $AF7E-$AF83; the first target is $B06D, the byte after the table
0B	B06D	BC40	CompositionRecordLists	Verified	Eight lists of 434 length-prefixed records skipped by $AF96-$AFA2 and consumed by $AFB1; the records tile each list exactly to the next list start and the last ends at $BC3F
0B	BC40	BC41	CompositionThreshold	Verified	Threshold byte $22 compared at $AFBD and subtracted at $AFC3
0B	BC41	BC63	CompositionAttributes	Verified	Thirty-four attributes read by LDA $BC41,Y at $AFF0 for every value below the $22 threshold; all expansion-pair values are also below $22
0B	BC63	BD63	CompositionExpansionPairs	Verified	One hundred twenty-eight 2-byte expansions read by LDA $BC63,X/$BC64,X at $AFCA-$AFD0 for values $22-$A1
0B	BD63	BE1F	CompositionExpansionPairs	Verified	Ninety-four 2-byte expansions read by LDA $BD63,X/$BD64,X at $AFD8-$AFDE for values $A2-$FF, whose largest index $5D ends the table before code at $BE1F
0B	BEF4	BF06	SpriteMotionParameters	Verified	Three 6-byte parameter blocks copied to $0A-$0F by $BEE8-$BEF1 for the constant offsets 5, $0B, and $11 loaded at $BE1F, $BE27, and $BE9C
0B	BF06	BF1C	SpriteMotionDeltas	Verified	Twenty-two deltas read by LDA $BF06,X at $BEA3 while $00 counts down from $15
0B	BF1C	BF26	SpriteMotionVectors	Verified	Ten-entry direction table read by LDA $BF1C,X at $BE3C and $BE43 with X = (value AND 7) and X + 2
0B	BF26	BF36	SpriteMotionScript	Verified	Sixteen entries read by LDA $BF26,Y at $BE35 while $02 counts down from $0F
0B	BFBD	BFD5	LookupTable	Verified	Twenty-four values scanned by CMP $BFBD,X at $BFAA from X = $17 down to 0
0B	BFD5	BFD8	Padding	Verified	Unreferenced $FF fill between the 24-entry table at $BFBD and the compatibility footer
0B	BFD8	C000	CompatibilityFooter	Verified	Repeated reset stub, title signature, metadata, and vectors byte-identical to the verified bank $08 footer at $BFD8-$BFFF
0C	8000	C000	Graphics	Verified	Raw NES 2bpp map tile graphics
0D	8000	C000	Graphics	Verified	Raw map and character graphics plus documented padding
0E	8000	8008	ServiceDirectory	Verified	Four graphics and palette service pointers
0E	8091	8097	GraphicsPointers	Verified	Three little-endian pointers loaded by bank $0E:$8034-$8075 for palette source and destination
0E	8097	BAD7	Graphics	Verified	Character sprite graphics
0E	BB53	BE0B	PaletteData	Verified	Map palette override, lookup, color-set, and color tables ending before the coordinate-link records that directory entry $02 addresses at $BE0B
0E	BE0B	BEEA	MapCoordinateLinks	Verified	Seventy-four 3-byte (map, X, Y) records and terminal $FF addressed by directory entry $02 and fetched with BRK $82,$E7 at bank $08:$AEE5 and $B06C; $08:$B06A-$B08A scans them until the $FF at $BEE9, and code begins at $BEEA
0E	BF48	BFD8	Padding	Verified	Contiguous $FF padding after graphics and palette services
0E	BFD8	C000	CompatibilityFooter	Verified	Repeated reset stub, title signature, metadata, and vectors
0F	C000	C001	ConfigurationFlags	Verified	Flag byte $FF read by LDA $C000 at $CEA9, $CFBE, and $D09B, which test individual bits (AND #$40, BMI)
0F	C019	C02E	UnfilledTrampolineSlots	Verified	Seven zero-filled 3-byte slots (08-0E) in the lower fixed bank JMP trampoline table $C001-$C03C; upper fixed bank $1F fills them with JMPs. Duplicated NMI code keeps JSR $C019 at $C1AD, which FCEUX never executed in the lower region
0F	C0D2	C0D4	NmiTrampolinePointer	Verified	Pointer $C15A read by LDA $C0D2/$C0D3 at $C06C/$C072 and stored after JMP opcode $4C at $0502-$0504 to install the NMI handler
0F	C221	C222	MapperResetOperand	Verified	Byte $80 incremented by INC $C221 at $C1A0; the read-modify-write stores a value with bit 7 set, resetting the MMC1 shift register
0F	C7DC	C7E1	LookupTable	Verified	5 bytes read by CMP $C7DC,Y at $C799; FCEUX read every byte and executed none
0F	C94B	C94E	LookupTable	Verified	3 bytes read by LDA $C94B,X at $C92B, LDA $C94C,X at $C92F; FCEUX read every byte and executed none
0F	C98F	C9ED	RelocatedRoutineImage	Verified	Ninety-four-byte routine image copied to SRAM $6CAD-$6D0A by LDX #$5D / LDA $C98F,X / STA $6CAD,X / DEX / BPL at $C983-$C98C; FCEUX read every byte
0F	CB1A	CB1E	LookupTable	Verified	4 entries read by LDA $CB1A,X at $CA8F with index from AND #$03 + TAX at $CA8C-$CA8E
0F	CD70	CD78	LookupTable	Verified	8 entries read by CMP $CD70,X at $CD5B in the loop LDX #$07 at $CD59, DEX/BPL at $CD60-$CD61
0F	CEF8	CF03	LookupTable	Verified	11 bytes read by CMP $CEF8,X at $CEC5; FCEUX read every byte and executed none
0F	D239	D241	LookupTable	Verified	8 bytes read by ADC $D239,Y at $D17F, ADC $D23A,Y at $D187, LDA $D239,Y at $D75B, LDA $D23A,Y at $D764, and 4 more; FCEUX read every byte and executed none
0F	D476	D486	BitMaskTables	Verified	Two parallel eight-byte rows read by LDA $D476,X / AND $D47E,Y at $D466-$D469 after TXA/AND #$07/TAX and TYA/AND #$07/TAY at $D45E-$D465
0F	DEA5	DEA9	MapObjectOperationPointers	Verified	Two handler pointers selected by the map-object operation parameter
0F	DF02	DF64	MapObjectCommandPointers	Verified	Forty-nine low command handler pointers
0F	DF64	DF7A	MapObjectHighCommandPointers	Verified	Eleven high-bit command handler pointers
0F	E3E0	E3E2	ConstantData	Verified	2 bytes read directly by LDA $E3E0 at $E36C, LDA $E3E1 at $E371
0F	EB93	EB9B	WorldCoordinateOffsets	Verified	Two parallel four-byte rows read by LDA $EB93,Y / LDA $EB97,Y at $EB85-$EB89 after TYA/AND #$03/TAY at $EB81-$EB84
0F	ED1F	ED23	LookupTable	Verified	4 entries read by LDA $ED1F,X at $ED05 with index from AND #$03 + TAX at $ED02-$ED04
0F	F573	F58A	NumericLookupTable	Verified	Twenty-three two-bit field pairs indexed by A and shifted into $053E,X and $0546,X by the routine at $F566
0F	F5AC	F5B0	PointerTable	Verified	Destination $7800 and source $F5B0 pointers block-copied into $00-$03 by LDA $F5AC,X at $F58D
0F	F5B0	FABE	CreditsText	Verified	Ending-credits tile-index stream copied to $7800 by the $F597 loop until the $FF terminator at $FABD
0F	FB6C	FB70	PpuUploadPointers	Verified	Two source pointers loaded by the bounded PPU upload routine at $FABE-$FB6B
0F	FB70	FC57	PpuTileStream	Verified	Conditional tile stream consumed through pointer $FB70 while Y advances through $00-$37
0F	FC57	FC69	PpuAttributeData	Verified	Eighteen bytes copied to PPUDATA by the bounded Y=$00-$11 loop at $FB53
0F	FC69	FC8D	PpuUploadMasks	Verified	Thirty-six source-consumption masks indexed while Y is below $24 at $FB1B-$FB24
0F	FC8D	FF74	PpuPatternStream	Verified	Conditional pattern stream consumed through pointer $FC8D before code resumes at $FF74
0F	FFDF	10000	FixedBankFooter	Verified	MMC1 reset byte $80 incremented by INC $FFDF at $FFD9 and $C104, the "DRAGON QUEST IV" signature, header metadata, and CPU vectors NMI $0502, RESET $FFD8, and IRQ/BRK $C408
10	8000	8080	ServiceDirectory	Verified	Sixty-four battle and party service pointers
10	8AD5	8AD7	ConstantData	Verified	2 bytes read directly by LDA $8AD5 at $8AC3, LDY $8AD6 at $8AC6
10	8B00	8B04	LookupTable	Verified	4 entries read by CMP $8B00,X at $8AF0 in the loop LDX #$00 at $8AEE, INX/CPX #$04/BNE at $8AF5-$8AF8
10	8C65	8DE2	BattleAttributeArrays	Verified	Three parallel 127-entry arrays indexed by X and read at $8B3E ($8C65), $8BBE ($8CE4), and $8B80 ($8D63)
10	9119	915B	BattlePartySearchWindows	Verified	Byte-identical to bank $13:$B328-$B369, whose five starts are selected by LDA $892B,X at bank $13:$88F2 after AND #$0F / CMP #$05 at bank $13:$8897-$889B and whose 18/12-byte windows tile all 66 bytes
10	915B	9183	BattlePartySearchRows	Verified	Five eight-byte rows reached by LDA $914B,X at $9020 with result A bounded below five at $8FF8-$9000 and X bounded $10-$17 at $9007-$9012, giving effective offsets $10-$37; byte-identical to bank $13:$B36A-$B391
10	9E30	9F12	BattleActionPointers	Verified	113 handler pointers selected by the battle action ID in $6E0B
10	9F12	A035	BattlePartyTables	Verified	Parallel lookup tables whose bases $9F12, $9F83, $9FAD, $9FC1, $9FC5 and $9FD6 are each read by traced indexed consumers at $82F3-$83A3 and $A080
10	A199	A19E	SearchList	Verified	Two values and terminal $FF scanned by LDA $A199,X/CMP #$FF at $A168-$A16D from LDX #$00 at $A164, plus the two parallel bytes read by LDA $A19C,X at $A182 for the same X
10	A2B1	A2DB	LookupTable	Verified	Forty-two entries read by LDA $A2B1,X at $A2A5 after CPX #$2A / BCS at $A2A1-$A2A3
10	AAA6	AB06	BattleRecordOperationPointers	Verified	Forty-eight handler pointers selected by the battle-record index in $6E59
10	B028	B03D	LookupTable	Verified	21 entries read by CMP $B028,X at $AF89 in the loop LDX #$14 at $AF87, DEX/BPL at $AF8E-$AF8F
10	B499	B49B	PointerTableAddress	Verified	Little-endian address $B49B loaded by the battle-effect dispatcher
10	B49B	B58B	BattleEffectPointers	Verified	120 handler pointers selected by the battle effect ID in $0B
10	B647	B64A	InlineServiceOperands	Verified	Three operands consumed by BRK service $1C,$63 before code resumes at $B64A; full service $1C,$63 is registered as three-operand and all 4 decoded call site(s) resume coherently after three
10	B71D	B720	InlineServiceOperands	Verified	Three operands consumed by BRK service $14,$63 before code resumes at $B720; full service $14,$63 is registered as three-operand and all 1 decoded call site(s) resume coherently after three
10	BA0D	BA10	InlineServiceOperands	Verified	Three operands consumed by BRK service $6B,$93 before code resumes at $BA10; no official opcode follows two operands at this site, while every call site decodes cleanly after three
10	BA9A	BA9D	InlineServiceOperands	Verified	Three operands consumed by BRK service $04,$C3 before code resumes at $BA9D; no official opcode follows two operands at this site, while every call site decodes cleanly after three
10	BBE8	BBEB	InlineServiceOperands	Verified	Three operands consumed by BRK service $64,$23 before code resumes at $BBEB; full service $64,$23 is registered as three-operand and all 1 decoded call site(s) resume coherently after three
10	BD2A	BF54	CompressedMonsterGraphics	Verified	Monster ID $B1 descriptor at bank $14:$B726 selects bank $10 and points to $BD2A; the verified bitplane decoder consumes the stream before $FF padding
10	BF54	BFD8	Padding	Verified	Contiguous $FF padding after the final structured byte and before the compatibility footer
10	BFD8	C000	CompatibilityFooter	Verified	Exact match for the verified bank $1C reset stub, title signature, metadata, and vectors
11	8000	8032	ServiceDirectory	Verified	Twenty-five battle action and state service pointers
11	811C	811F	InlineServiceOperands	Verified	Three operands consumed by BRK service $62,$23 before code resumes at $811F
11	82DB	82DE	InlineServiceOperands	Verified	Three operands consumed by BRK service $01,$6F before code resumes at $82DE
11	8325	8328	InlineServiceOperands	Verified	Three operands consumed by BRK service $46,$93 before the predicate branch at $8328
11	8394	8397	InlineServiceOperands	Verified	Three operands consumed by BRK service $3C,$93 before the selector store at $8397
11	8447	844A	InlineServiceOperands	Verified	Three operands consumed by BRK service $E4,$D3 before the cleanup return at $844A
11	863F	8642	InlineServiceOperands	Verified	Three operands consumed by BRK service $29,$C3 before mask accumulation resumes at $8642
11	86B6	86B9	InlineServiceOperands	Verified	Three operands consumed by BRK service $64,$63 before combatant selection resumes at $86B9
11	8813	8816	InlineServiceOperands	Verified	Three operands consumed by BRK service $46,$63 before the indexed scan resumes at $8816
11	8824	8827	BattleValueTable	Verified	Three combatant values indexed by bank $11:$84C0
11	8827	882B	BattleSelectionTable	Verified	Four selection values indexed by bank $11:$83B8
11	882B	884B	BattleStateRecords	Verified	Four fixed-size eight-byte state records indexed by bank $11:$83D0
11	884B	8852	BattleActionFlags	Verified	Seven action flags indexed by bank $11:$81B6
11	8852	8856	BattleShiftMasks	Verified	Four shift masks indexed by bank $11:$8679
11	8856	885B	BattleThresholds	Verified	Five thresholds indexed by bank $11:$86A2
11	8A2A	8A2D	InlineServiceOperands	Verified	Three operands consumed by BRK service $E1,$D3 before code resumes at $8A2D; no official opcode follows two operands at this site, while every call site decodes cleanly after three
11	8AF4	8AF7	InlineServiceOperands	Verified	Three operands consumed by BRK service $45,$93 before code resumes at $8AF7; no official opcode follows two operands at this site, while every call site decodes cleanly after three
11	8B3E	8B41	InlineServiceOperands	Verified	Three operands consumed by BRK service $2B,$C3 before code resumes at $8B41; no official opcode follows two operands at this site, while every call site decodes cleanly after three
11	8B5E	8B61	InlineServiceOperands	Verified	Three operands consumed by BRK service $2C,$C3 before code resumes at $8B61; full service $2C,$C3 is registered as three-operand and all 2 decoded call site(s) resume coherently after three
11	8BB5	8BB8	InlineServiceOperands	Verified	Three operands consumed by BRK service $69,$93 before code resumes at $8BB8; full service $69,$93 is registered as three-operand and all 1 decoded call site(s) resume coherently after three
11	8C47	8C49	LookupTable	Verified	2 entries read by CMP $8C47,X at $8BF7 in the loop LDX #$01 at $8BF5, DEX/BPL at $8BFC-$8BFD
11	8CAD	8CAF	ConstantData	Verified	2 bytes read directly by LDA $8CAD at $8C88, LDA $8CAE at $8C8D
11	8D82	8D85	InlineServiceOperands	Verified	Three operands consumed by BRK service $E8,$D3 before code resumes at $8D85; no official opcode follows two operands at this site, while every call site decodes cleanly after three
11	8E7C	8E7F	InlineServiceOperands	Verified	Three operands consumed by BRK service $62,$D3 before code resumes at $8E7F; full service $62,$D3 is registered as three-operand and all 1 decoded call site(s) resume coherently after three
11	8EF3	8EF6	InlineServiceOperands	Verified	Three operands consumed by BRK service $F1,$D3 before code resumes at $8EF6; no official opcode follows two operands at this site, while every call site decodes cleanly after three
11	8F07	8F0A	InlineServiceOperands	Verified	Three operands consumed by BRK service $E5,$D3 before code resumes at $8F0A; no official opcode follows two operands at this site, while every call site decodes cleanly after three
11	8F27	8F2A	InlineServiceOperands	Verified	Three operands consumed by BRK service $F2,$D3 before the direct jump to $BDBC
11	8F47	8F4A	InlineServiceOperands	Verified	Three operands consumed by BRK service $E0,$D3 before the next service resumes at $8F4A
11	8FA5	8FDC	BattleActionIds	Verified	Fifty-five sorted battle action IDs searched by bank $11:$8DF5
11	8FDC	904A	BattleHandlerPointers	Verified	Fifty-five little-endian handler pointers selected by bank $11:$8E00-$8E0B
11	908B	90B3	BattleActionIds	Verified	Forty action IDs searched by bank $11:$907B
11	90B3	90DB	BattleActionResults	Verified	Forty parallel result values selected by bank $11:$9087
11	911F	9122	InlineServiceOperands	Verified	Three operands consumed by BRK service $64,$D3 before code resumes at $9122; no official opcode follows two operands at this site, while every call site decodes cleanly after three
11	9AF3	9AF6	InlineServiceOperands	Verified	Three operands consumed by BRK service $F0,$D3 before code resumes at $9AF6; no official opcode follows two operands at this site, while every call site decodes cleanly after three
11	9C07	9C0A	InlineServiceOperands	Verified	Three operands consumed by BRK service $66,$D3 before code resumes at $9C0A; no official opcode follows two operands at this site, while every call site decodes cleanly after three
11	9DEF	9DF2	InlineServiceOperands	Verified	Three operands consumed by BRK service $2A,$C3 before the direct call to $9E5C
11	9E2A	9E2D	InlineServiceOperands	Verified	Three operands consumed by BRK service $44,$93 before the next service resumes at $9E2D
11	9E48	9E4B	InlineServiceOperands	Verified	Three operands consumed by BRK service $E6,$D3 before the return at $9E4B
11	A40A	A61E	BattleActionPointers	Verified	Two hundred sixty-six little-endian bank-local routine pointers consumed by bank $11:$8CFC-$8D0C
11	A61E	A63E	BattleActionMasks	Verified	Thirty-two indexed battle-action mask bytes consumed by bank $11:$8CC1/$8CDF
11	A6C6	A6C9	InlineServiceOperands	Verified	Three operands consumed by BRK service $70,$D3 before code resumes at $A6C9; no official opcode follows two operands at this site, while every call site decodes cleanly after three
11	A6D3	A6D6	InlineServiceOperands	Verified	Three operands consumed by BRK service $6D,$D3 before code resumes at $A6D6; full service $6D,$D3 is registered as three-operand and all 1 decoded call site(s) resume coherently after three
11	A864	A867	InlineServiceOperands	Verified	Three operands consumed by BRK service $C5,$D3 before code resumes at $A867; no official opcode follows two operands at this site, while every call site decodes cleanly after three
11	A869	A86C	InlineServiceOperands	Verified	Three operands consumed by BRK service $E9,$D3 before code resumes at $A86C; no official opcode follows two operands at this site, while every call site decodes cleanly after three
11	AD15	AD25	LookupTable	Verified	16 entries read by CMP $AD15,X at $AD0B in the loop LDX #$0F at $AD09, DEX/BPL at $AD10-$AD11
11	ADC8	ADDE	BattleActionIds	Verified	Twenty-two action IDs searched by bank $11:$ADA6
11	ADDE	AE0A	BattleActionParameters	Verified	Twenty-two two-byte parameter records indexed by bank $11:$ADBA/$ADC1
11	AE71	AE74	InlineServiceOperands	Verified	Three operands consumed by BRK service $22,$D3 before code resumes at $AE74; full service $22,$D3 is registered as three-operand and all 1 decoded call site(s) resume coherently after three
11	AE97	AE9A	InlineServiceOperands	Verified	Three operands consumed by BRK service $B2,$D3 before code resumes at $AE9A; full service $B2,$D3 is registered as three-operand and all 1 decoded call site(s) resume coherently after three
11	B063	B066	InlineServiceOperands	Verified	Three operands consumed by BRK service $2C,$D3 before code resumes at $B066; full service $2C,$D3 is registered as three-operand and all 1 decoded call site(s) resume coherently after three
11	B194	B197	InlineServiceOperands	Verified	Three operands consumed by BRK service $25,$D3 before code resumes at $B197; full service $25,$D3 is registered as three-operand and all 2 decoded call site(s) resume coherently after three
11	B3EB	B3EE	InlineServiceOperands	Verified	Three operands consumed by BRK service $69,$D3 before code resumes at $B3EE; full service $69,$D3 is registered as three-operand and all 1 decoded call site(s) resume coherently after three
11	B533	B536	InlineServiceOperands	Verified	Three operands consumed by BRK service $3B,$93 before battle selection resumes at $B536
11	B625	B629	BattleSelectionTable	Verified	Four selector values indexed by bank $11:$B56F
11	B629	B651	BattleIdRemap	Verified	Forty battle IDs indexed by bank $11:$B5A3
11	B88E	B891	InlineServiceOperands	Verified	Three operands consumed by BRK service $E2,$D3 before the direct call at $B891
11	B936	B951	BattleIdTable	Verified	Twenty-seven battle IDs indexed by bank $11:$B8C6
11	B951	B960	BattleIdTable	Verified	Fifteen alternate battle IDs indexed by bank $11:$B8C0
11	B979	B97C	InlineServiceOperands	Verified	Three operands consumed by BRK service $65,$D3 before battle transition code resumes at $B97C
11	BB55	BB6B	BattleBufferPointers	Verified	Eleven little-endian source pointers indexed by bank $11:$BAE8
11	BB6B	BB76	BattleBufferLengths	Verified	Eleven buffer lengths indexed by bank $11:$BAF6
11	BB76	BB7B	BattleBufferOffsets	Verified	Five source offsets indexed by bank $11:$BA8B
11	BB7B	BB80	BattleBufferLengths	Verified	Five copy lengths indexed by bank $11:$BA90
11	BB80	BB86	BattleBufferPointers	Verified	Three little-endian source pointers consumed by bank $11:$BA09/$BA51/$BA64
11	BCD5	BCD8	InlineServiceOperands	Verified	Three operands consumed by BRK service $CC,$D3 before code resumes at $BCD8; full service $CC,$D3 is registered as three-operand and all 2 decoded call site(s) resume coherently after three
11	BE22	BEA9	BattleDisplayRecords	Verified	Nine fixed-size fifteen-byte display records copied by bank $11:$BD76
11	BEA9	BEB2	BattleDisplaySelectors	Verified	Nine selector bytes indexed by bank $11:$BD2E
11	BFB1	BFD8	Padding	Verified	Contiguous $FF padding after battle services
11	BFD8	C000	CompatibilityFooter	Verified	Repeated reset stub, title signature, metadata, and vectors
12	8000	8064	ServiceDirectory	Verified	Fifty battle setup and combat service pointers
12	848D	8493	BattleSetupDataPointers	Verified	Pointer $8BBC parsed by $82FC-$8367 followed by map bases $8A36/$8AC1 selected through $848F,X at $8370-$8389
12	8493	84A1	BattleSetupHandlerPointers	Verified	Seven little-endian handlers selected by nonzero three-bit fields at bank $12:$838C-$839E and dispatched at $83DF
12	8A36	8AC1	BattleSetupSelectorMapA	Verified	Indexed from base $8A36 through the first pointer selected by $8A bit zero and offset by $8B at $8370-$8389
